"layer","layer_role","x","y","visual_label","behavior","parameter","modifiers","purpose","usage_notes"
"3","Window, app, language, mouse/game/travel control","10","0","BT?","Bluetooth","BT_SEL ?","","Bluetooth selection.","Bluetooth."
"3","Window, app, language, mouse/game/travel control","11","0","left bracket_combo","Key Press","9 and Left Bracket","","Evolved (evo_best_gen150): Sends 9.","Sends 9."
"3","Window, app, language, mouse/game/travel control","12","0","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","0","1","BT1","Bluetooth","BT_SEL 1","","Evolved (evo_best_gen150): Bluetooth: BT_SEL 1",""
"3","Window, app, language, mouse/game/travel control","1","1","f17","Key Press","F17","","Evolved (evo_best_gen150): Sends F17.","Sends F17."
"3","Window, app, language, mouse/game/travel control","2","1","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","3","1","→","Key Press","RightArrow","L GUI","Window, app, language, or desktop workflow shortcut.","Sends L GUI+RightArrow.
"
"3","Window, app, language, mouse/game/travel control","4","1","Win+M","Key Press","M","L GUI","Evolved (evo_best_gen150): Sends L GUI+M.","Sends L GUI+M."
"3","Window, app, language, mouse/game/travel control","5","1","Lang","Key Press","Spacebar","L GUI","Win+Space — Switch input language. Replaces dupe emoji picker.","Sends L GUI+Spacebar.
"
"3","Window, app, language, mouse/game/travel control","7","1","TskMg","Key Press","Escape","L Ctrl,L Shift","v2.2: Ctrl+Shift+Esc — Task Manager. Fills empty L3 y0.","Sends L Ctrl+L Shift+Escape.
"
"3","Window, app, language, mouse/game/travel control","8","1","Ctrl+Shift+V","Key Press","V","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+V.","Sends L Ctrl+L Shift+V."
"3","Window, app, language, mouse/game/travel control","9","1","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","10","1","f16","Key Press","F16","","Evolved (evo_best_gen150): Sends F16.","Sends F16."
"3","Window, app, language, mouse/game/travel control","11","1","Ctrl+Shift+K","Key Press","K","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+K.","Sends L Ctrl+L Shift+K."
"3","Window, app, language, mouse/game/travel control","12","1","Shift+F8","Key Press","F8","L Shift","Evolved (evo_best_gen150): Sends L Shift+F8.","Sends L Shift+F8."
"3","Window, app, language, mouse/game/travel control","0","2","Ctrl+U","Key Press","U","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+U.","Sends L Ctrl+U."
"3","Window, app, language, mouse/game/travel control","1","2","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","2","2","Ctrl+G","Key Press","G","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+G.","Sends L Ctrl+G."
"3","Window, app, language, mouse/game/travel control","3","2","1","Key Press","1 and Bang","L GUI","Windows app/taskbar launcher shortcut.","Sends L GUI+1 and Bang.
"
"3","Window, app, language, mouse/game/travel control","4","2","4","Key Press","4 and Dollar","L GUI","Windows app/taskbar launcher shortcut.","Sends L GUI+4 and Dollar."
"3","Window, app, language, mouse/game/travel control","5","2","5","Key Press","5 and Percent","L GUI","Windows app/taskbar launcher shortcut.","Sends L GUI+5 and Percent."
"3","Window, app, language, mouse/game/travel control","7","2","Search","Key Press","S","L GUI","Windows Search (Win+S) on home row.","Sends L GUI+S."
"3","Window, app, language, mouse/game/travel control","8","2","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","9","2","Ctrl+/","Key Press","ForwardSlash and QuestionMark","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+?.","Sends L Ctrl+?."
"3","Window, app, language, mouse/game/travel control","10","2",";","Key Press","SemiColon and Colon","","Semicolon key.","Sends SemiColon."
"3","Window, app, language, mouse/game/travel control","11","2","Ctrl+Shift+H","Key Press","H","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+H.","Sends L Ctrl+L Shift+H."
"3","Window, app, language, mouse/game/travel control","12","2","Ctrl+Shift+E","Key Press","E","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+E.","Sends L Ctrl+L Shift+E."
"3","Window, app, language, mouse/game/travel control","0","3","Ctrl+O","Key Press","O","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+O.","Sends L Ctrl+O."
"3","Window, app, language, mouse/game/travel control","1","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","2","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","3","3","Voice","Key Press","H","L GUI","Win+H — Voice typing. Fills L3 transparent slot.","Sends L GUI+H.
"
"3","Window, app, language, mouse/game/travel control","4","3","S","Key Press","S","L Shift,L GUI","Window, app, language, or desktop workflow shortcut.","Sends L Shift+L GUI+S.
"
"3","Window, app, language, mouse/game/travel control","5","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","7","3","Tab","Key Press","Tab","L Alt","Window, app, language, or desktop workflow shortcut.","Sends L Alt+Tab."
"3","Window, app, language, mouse/game/travel control","8","3","Ctrl+Y","Key Press","Y","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+Y.","Sends L Ctrl+Y."
"3","Window, app, language, mouse/game/travel control","9","3","BT3","Bluetooth","BT_SEL 3","","Evolved (evo_best_gen150): Bluetooth: BT_SEL 3",""
"3","Window, app, language, mouse/game/travel control","10","3","Ctrl+R","Key Press","R","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+R.","Sends L Ctrl+R."
"3","Window, app, language, mouse/game/travel control","11","3","Ctrl+Tab","Key Press","Tab","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+Tab.","Sends L Ctrl+Tab."
"3","Window, app, language, mouse/game/travel control","12","3","Ctrl+Shift+N","Key Press","N","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+N.","Sends L Ctrl+L Shift+N."
"3","Window, app, language, mouse/game/travel control","3","4","keypad 3","Key Press","3 and PageDn","","Evolved (evo_best_gen150): Sends Keypad 3 and PageDn.","Sends Keypad 3 and PageDn."
"3","Window, app, language, mouse/game/travel control","4","4","SysTray","Key Press","B","L GUI","Focus system tray (Win+B). Evolution-optimized thumb fill for Window layer.","Sends L GUI+B."
"3","Window, app, language, mouse/game/travel control","5","4","Transparent","Transparent","","","Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","7","4","Transparent","Transparent","","","Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","8","4","Transparent","Transparent","","","Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","4","5","Win+Left","Key Press","LeftArrow","L GUI","Evolved (evo_best_gen150): Sends L GUI+LeftArrow.","Sends L GUI+LeftArrow."
"3","Window, app, language, mouse/game/travel control","5","5","Transparent","Transparent","","","Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Window, app, language, mouse/game/travel control","7","5","Transparent","Transparent","","","Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","0","0","BT0","Bluetooth","BT_SEL 0","","Bluetooth profile management.","Selects BT profile 0 (Desktop)."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","1","0","BT1","Bluetooth","BT_SEL 1","","Bluetooth profile management.","Selects BT profile 1 (Windows laptop)."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","2","0","BT2","Bluetooth","BT_SEL 2","","Bluetooth profile management.","Selects BT profile 2 (future Mac)."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","3","0","BT3","Bluetooth","BT_SEL 3","","Bluetooth profile management.","Selects BT profile 3 (phone)."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","4","0","BT4","Bluetooth","BT_SEL 4","","Bluetooth profile management.","Selects BT profile 4 (spare)."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","5","0","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","7","0","Ctrl+Shift+X","Key Press","X","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+X.","Sends L Ctrl+L Shift+X."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","8","0","f6","Key Press","F6","","Evolved (evo_best_gen150): Sends F6.","Sends F6."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","9","0","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","10","0","Studio Unlock","Studio Unlock","","","Unlocks ZMK Studio access from the keyboard.","Sends default_transform:default_transform."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","11","0","Ctrl+Enter","Key Press","Return Enter","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+Enter.","Sends L Ctrl+Enter."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","12","0","Bootloader","Bootloader","","","Bootloader entry for flashing firmware.","Sends default_transform:default_transform."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","0","1","Ctrl+G","Key Press","G","L Ctrl","v2.3: L4 power shortcut — Go to (line/page/vault).","Sends L Ctrl+G.
"
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","1","1","Ctrl+O","Key Press","O","L Ctrl","v2.3: L4 power shortcut — Open file.","Sends L Ctrl+O.
"
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","2","1","F15","Key Press","F15","","v2.1: Sequential F13-F24 macro keys.","Sends F15."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","3","1","F16","Key Press","F16","","v2.1: Sequential F13-F24 macro keys.","Sends F16."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","4","1","F14","Key Press","F14","","v2.1: Sequential F13-F24 macro keys.","Sends F14.
"
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","5","1","return enter","Key Press","Return Enter","","Evolved (evo_best_gen150): Sends Enter.","Sends Enter."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","7","1","Ctrl+S","Key Press","S","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+S.","Sends L Ctrl+S."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","8","1","end","Key Press","End","","Evolved (evo_best_gen150): Sends End.","Sends End."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","9","1","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","10","1","Ctrl+L","Key Press","L","L Ctrl","v2.3: L4 power shortcut — Address bar / Select line.","Sends L Ctrl+L.
"
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","11","1","delete","Key Press","Delete","","Evolved (evo_best_gen150): Sends Delete.","Sends Delete."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","12","1","Ctrl+U","Key Press","U","L Ctrl","v2.3: L4 power shortcut — Underline / Upload.","Sends L Ctrl+U."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","0","2","Backspace","Key Press","Delete","","Evolved (evo_best_gen150): Sends Delete.","Sends Delete."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","1","2","F19","Key Press","F19","","v2.1: Sequential F13-F24 macro keys. F19-F23 on home row.","Sends F19."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","2","2","F20","Key Press","F20","","v2.1: Sequential F13-F24 macro keys.","Sends F20."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","3","2","F21","Key Press","F21","","v2.1: Sequential F13-F24 macro keys.","Sends F21."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","4","2","Ctrl+I","Key Press","I","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+I.","Sends L Ctrl+I."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","5","2","right bracket","Key Press","Right Brace","","Evolved (evo_best_gen150): Sends }.","Sends }."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","7","2","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","8","2","leftshift","Key Press","LeftShift","","Evolved (evo_best_gen150): Sends LeftShift.","Sends LeftShift."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","9","2","left bracket","Key Press","Left Brace","","Evolved (evo_best_gen150): Sends {.","Sends {."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","10","2","f12","Key Press","F12","","Evolved (evo_best_gen150): Sends F12.","Sends F12."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","11","2","f5","Key Press","F5","","Evolved (evo_best_gen150): Sends F5.","Sends F5."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","12","2","Share","Key Press","E","L Ctrl,L Shift","v2.3: L4 power shortcut — Teams screen share.","Sends L Ctrl+L Shift+E.
"
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","0","3","Excel","Toggle Layer","Layer::10","","Toggle Excel layer (L10). Hold System thumb + tap here.","Toggles Layer 10 Excel."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","1","3","Shift+Alt+Up","Key Press","UpArrow","L Shift,L Alt","Evolved (evo_best_gen150): Sends L Shift+L Alt+UpArrow.","Sends L Shift+L Alt+UpArrow."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","2","3","DMS","Toggle Layer","Layer::9","","Toggle M-Files/DMS layer (L9).","Toggle Layer 9."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","3","3","Ctrl+D","Key Press","D","L Ctrl","v2.3: L4 power shortcut — Duplicate / Delete / Bookmark.","Sends L Ctrl+D."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","4","3","Tab","Key Press","Tab","","Evolved (evo_best_gen150): Sends Tab.","Sends Tab."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","5","3","F22","Key Press","F22","","v2.1: Sequential F13-F24 macro keys.","Sends F22.
"
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","7","3","Ctrl+Shift+V","Key Press","V","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+V.","Sends L Ctrl+L Shift+V."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","8","3","home","Key Press","Home","","Evolved (evo_best_gen150): Sends Home.","Sends Home."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","9","3","f11","Key Press","F11","","Evolved (evo_best_gen150): Sends F11.","Sends F11."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","10","3","f7","Key Press","F7","","Evolved (evo_best_gen150): Sends F7.","Sends F7."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","11","3","Hangup","Key Press","H","L Ctrl,L Shift","v2.3: L4 power shortcut — Teams end call.","Sends L Ctrl+L Shift+H."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","12","3","Accept","Key Press","A","L Ctrl,L Shift","v2.3: L4 power shortcut — Teams accept call.","Sends L Ctrl+L Shift+A."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","3","4","Ctrl+Tab","Key Press","Tab","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+Tab.","Sends L Ctrl+Tab."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","4","4","Ctrl+T","Key Press","T","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+T.","Sends L Ctrl+T."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","5","4","Transparent","Transparent","","","Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","7","4","Win+Ctrl+D","Key Press","D","L Ctrl,L GUI","Evolved (evo_best_gen150): Sends L GUI+L Ctrl+D.","Sends L GUI+L Ctrl+D."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","8","4","f9","Key Press","F9","","Evolved (evo_best_gen150): Sends F9.","Sends F9."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","4","5","Ctrl+/","Key Press","ForwardSlash and QuestionMark","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+?.","Sends L Ctrl+?."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","5","5","forwardslash_combo","Key Press","ForwardSlash and QuestionMark","","Evolved (evo_best_gen150): Sends ?.","Sends ?."
"4","Bluetooth, output, Studio/system, F13-F24 macro layer","7","5","Transparent","Transparent","","","Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","0","0","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","1","0","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","2","0","Stop","Key Press","F5","L Shift","v2.2: Code/IDE — Stop debugging.","Sends L Shift+F5."
"5","Code/IDE layer (VS Code shortcuts)","3","0","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","4","0","GoSym","Key Press","O","L Ctrl,L Shift","v2.2: Code/IDE — Go to symbol.","Sends L Ctrl+L Shift+O.
"
"5","Code/IDE layer (VS Code shortcuts)","5","0","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","7","0","Ctrl+Shift+H","Key Press","H","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+H.","Sends L Ctrl+L Shift+H."
"5","Code/IDE layer (VS Code shortcuts)","8","0","Ctrl+G","Key Press","G","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+G.","Sends L Ctrl+G."
"5","Code/IDE layer (VS Code shortcuts)","9","0","Win+Ctrl+D","Key Press","D","L Ctrl,L GUI","Evolved (evo_best_gen150): Sends L GUI+L Ctrl+D.","Sends L GUI+L Ctrl+D."
"5","Code/IDE layer (VS Code shortcuts)","10","0","Explr","Key Press","E","L Ctrl,L Shift","v2.2: Code/IDE — Explorer panel.","Sends L Ctrl+L Shift+E.
"
"5","Code/IDE layer (VS Code shortcuts)","11","0","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","12","0","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","0","1","Wrap","Key Press","Z","L Alt","Alt+Z Toggle word wrap.","Sends L Alt+Z."
"5","Code/IDE layer (VS Code shortcuts)","1","1","Ctrl+Shift+F","Key Press","F","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+F.","Sends L Ctrl+L Shift+F."
"5","Code/IDE layer (VS Code shortcuts)","2","1","f18","Key Press","F18","","Evolved (evo_best_gen150): Sends F18.","Sends F18."
"5","Code/IDE layer (VS Code shortcuts)","3","1","Win+Ctrl+Right","Key Press","RightArrow","L Ctrl,L GUI","Evolved (evo_best_gen150): Sends L GUI+L Ctrl+RightArrow.","Sends L GUI+L Ctrl+RightArrow."
"5","Code/IDE layer (VS Code shortcuts)","4","1","InsUp","Key Press","Return Enter","L Ctrl,L Shift","v2.2: Code/IDE — Insert line above.","Sends L Ctrl+L Shift+Return Enter.
"
"5","Code/IDE layer (VS Code shortcuts)","5","1","Ctrl+Shift+`","Key Press","Grave Accent and Tilde","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+`.","Sends L Ctrl+L Shift+`."
"5","Code/IDE layer (VS Code shortcuts)","7","1","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","8","1","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","9","1","Ctrl+W","Key Press","W","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+W.","Sends L Ctrl+W."
"5","Code/IDE layer (VS Code shortcuts)","10","1","f1","Key Press","F1","","Evolved (evo_best_gen150): Sends F1.","Sends F1."
"5","Code/IDE layer (VS Code shortcuts)","11","1","backslash","Key Press","Backslash and Pipe","","Evolved (evo_best_gen150): Sends |.","Sends |."
"5","Code/IDE layer (VS Code shortcuts)","12","1","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","0","2","Ctrl+N","Key Press","N","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+N.","Sends L Ctrl+N."
"5","Code/IDE layer (VS Code shortcuts)","1","2","Save","Key Press","S","L Ctrl","v2.2: Code/IDE — Save.","Sends L Ctrl+S."
"5","Code/IDE layer (VS Code shortcuts)","2","2","Ctrl+J","Key Press","J","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+J.","Sends L Ctrl+J."
"5","Code/IDE layer (VS Code shortcuts)","3","2","Sett","Key Press","Comma and LessThan","L Ctrl","v2.2: Code/IDE — Settings.","Sends L Ctrl+Comma and LessThan.
"
"5","Code/IDE layer (VS Code shortcuts)","4","2","DelLn","Key Press","K","L Ctrl,L Shift","v2.2: Code/IDE — Delete line.","Sends L Ctrl+L Shift+K."
"5","Code/IDE layer (VS Code shortcuts)","5","2","Ctrl+Shift+S","Key Press","S","L Ctrl,L Shift","Evolved (evo_best_gen150): Sends L Ctrl+L Shift+S.","Sends L Ctrl+L Shift+S."
"5","Code/IDE layer (VS Code shortcuts)","7","2","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","8","2","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","9","2","Ctrl+L","Key Press","L","L Ctrl","Evolved (evo_best_gen150): Sends L Ctrl+L.","Sends L Ctrl+L."
"5","Code/IDE layer (VS Code shortcuts)","10","2","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","11","2","coach_travel_toggle","coach_travel_toggle","","","Evolved (evo_best_gen150): coach_travel_toggle",""
"5","Code/IDE layer (VS Code shortcuts)","12","2","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","0","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","1","3","PstNF","Key Press","V","L Ctrl,L Shift","v2.2: Code/IDE — Paste no formatting.","Sends L Ctrl+L Shift+V."
"5","Code/IDE layer (VS Code shortcuts)","2","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","3","3","NTerm","Key Press","Grave Accent and Tilde","L Ctrl,L Shift","v2.2: Code/IDE — New terminal.","Sends L Ctrl+L Shift+Grave Accent and Tilde.
"
"5","Code/IDE layer (VS Code shortcuts)","4","3","Ext","Key Press","X","L Ctrl,L Shift","v2.2: Code/IDE — Extensions panel.","Sends L Ctrl+L Shift+X."
"5","Code/IDE layer (VS Code shortcuts)","5","3","f8","Key Press","F8","","Evolved (evo_best_gen150): Sends F8.","Sends F8."
"5","Code/IDE layer (VS Code shortcuts)","7","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","8","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","9","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","10","3","keypad 3","Key Press","3 and PageDn","","Evolved (evo_best_gen150): Sends Keypad 3 and PageDn.","Sends Keypad 3 and PageDn."
"5","Code/IDE layer (VS Code shortcuts)","11","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","12","3","Transparen","Transparent","","","Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Code/IDE layer (VS Code shortcuts)","3","4","Base","coach_base","","","Exit Code layer to base.","Coach beacon: exit to base (Ctrl+Alt+Shift+F22)."
"5","Code/IDE layer (VS Code shortcuts)","4","4","Transparent","Transparent","","","Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
