layer,x,y,visual_label,behavior,parameter,modifiers,purpose,usage_notes,source
4,9,1,Ctrl+Shift+T,Key Press,T,L Ctrl+L Shift,Reopen closed tab,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
4,10,1,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
4,11,1,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
4,12,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
4,0,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
4,1,2,Ctrl+Shift+Tab,Key Press,Tab,L Ctrl+L Shift,Previous tab,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
4,2,2,Ctrl+C,Key Press,C,L Ctrl,Copy,"App: Microsoft Teams, importance=10.0",evolved
4,3,2,Shift+Enter,Key Press,Return Enter,L Shift,New line in message,"App: Microsoft Teams, importance=6.0",evolved
4,4,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
4,5,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
4,7,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
4,8,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
4,9,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
4,10,2,Ctrl+`,Key Press,Grave Accent and Tilde,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
4,11,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
4,12,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
4,0,3,Ctrl+`,Key Press,Grave Accent and Tilde,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
4,1,3,Ctrl+M,Key Press,M,L Ctrl,Add to favorites,"App: M-Files Desktop Client, importance=2.55",evolved
4,2,3,Ctrl+V,Key Press,V,L Ctrl,Paste,"App: Microsoft Teams, importance=10.0",evolved
4,3,3,Ctrl+Z,Key Press,Z,L Ctrl,Undo,"App: Microsoft Teams, importance=6.0",evolved
4,4,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
4,5,3,Alt+F12,Key Press,F12,L Alt,Peek definition,"App: Visual Studio Code, importance=5.4",evolved
4,7,3,Win+L,Key Press,L,L GUI,Lock PC,"App: Windows 11, importance=3.0",evolved
4,8,3,Ctrl+Shift+T,Key Press,T,L Ctrl+L Shift,Reopen closed tab,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
4,9,3,Alt+Tab,Key Press,Tab,L Alt,Switch apps,"App: Windows 11, importance=10.0",evolved
4,10,3,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
4,11,3,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
4,12,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
4,3,4,Ctrl+Left,Key Press,LeftArrow,L Ctrl,Jump to left edge of data,"App: Microsoft Excel, importance=5.0",evolved
4,4,4,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
4,5,4,L4,coach_l4_toggle,,,Dynamic layer access: @access:L4:toggle,Target layer 4,evolved
4,7,4,Alt+F4,Key Press,F4,L Alt,Close window,"App: Windows 11, importance=6.0",evolved
4,8,4,Win+Left,Key Press,LeftArrow,L GUI,Snap window left,"App: Windows 11, importance=10.0",evolved
4,4,5,F9,Key Press,F9,,Toggle breakpoint,"App: Visual Studio Code, importance=5.4",evolved
4,5,5,L10,coach_l10_hold,,,Dynamic layer access: @access:L10:hold,Target layer 10,evolved
4,7,5,Alt+Shift++,Key Press,Equals and Plus,L Alt+L Shift,Split pane vertical,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
5,0,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,1,0,Shift+F3,Key Press,F3,L Shift,Find previous,"App: Visual Studio Code, importance=2.7",evolved
5,2,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,3,0,Ctrl+Shift+T,Key Press,T,L Ctrl+L Shift,Reopen closed tab,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
5,4,0,Ctrl+Tab,Key Press,Tab,L Ctrl,Next tab,"App: Browser (Chrome/Edge), importance=9.5",evolved
5,5,0,Win+T,Key Press,T,L GUI,Cycle taskbar apps,"App: Windows 11, importance=1.0",evolved
5,7,0,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,8,0,Alt+Shift++,Key Press,Equals and Plus,L Alt+L Shift,Split pane vertical,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
5,9,0,Ctrl+L,Key Press,L,L Ctrl,Focus address bar,"App: Browser (Chrome/Edge), importance=9.5",evolved
5,10,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,11,0,Alt+Shift+-,Key Press,Dash and Underscore,L Alt+L Shift,Split pane horizontal,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
5,12,0,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,0,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,1,1,Shift+F11,Key Press,F11,L Shift,Step out,"App: Visual Studio Code, importance=5.4",evolved
5,2,1,"Ctrl+,",Key Press,Comma and LessThan,L Ctrl,Open settings,"App: Visual Studio Code, importance=2.7",evolved
5,3,1,Alt+Left,Key Press,LeftArrow,L Alt,Go back,"App: Microsoft Teams, importance=6.0",evolved
5,4,1,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,5,1,Alt+Shift++,Key Press,Equals and Plus,L Alt+L Shift,Split pane vertical,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
5,7,1,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,8,1,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,9,1,Win+X,Key Press,X,L GUI,Power User menu,"App: Windows 11, importance=3.0",evolved
5,10,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,11,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,12,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,0,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,1,2,Ctrl+Right,Key Press,RightArrow,L Ctrl,Jump to right edge of data,"App: Microsoft Excel, importance=5.0",evolved
5,2,2,F5,Key Press,F5,,Refresh page,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
5,3,2,Ctrl+B,Key Press,B,L Ctrl,Bold,"App: Microsoft Teams, importance=6.0",evolved
5,4,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,5,2,Ctrl+`,Key Press,Grave Accent and Tilde,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
5,7,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,8,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,9,2,Win+2,Key Press,2 and At,L GUI,Open/switch pinned app 2,"App: Windows 11, importance=6.0",evolved
5,10,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,11,2,Alt+Shift+Up,Key Press,UpArrow,L Alt+L Shift,Previous unread,"App: Discord, importance=0.6000000000000001",evolved
5,12,2,Ctrl+`,Key Press,Grave Accent and Tilde,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
5,0,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,1,3,Ctrl+K,Key Press,K,L Ctrl,Insert link,"App: Microsoft Teams, importance=3.0",evolved
5,2,3,Ctrl+U,Key Press,U,L Ctrl,Underline,"App: Microsoft Teams, importance=1.0",evolved
5,3,3,Ctrl+N,Key Press,N,L Ctrl,New chat,"App: Microsoft Teams, importance=6.0",evolved
5,4,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,5,3,Ctrl+Shift+End,Key Press,End,L Ctrl+L Shift,Select to last used cell,"App: Microsoft Excel, importance=1.5",evolved
5,7,3,Ctrl+W,Key Press,W,L Ctrl,Close tab,"App: Browser (Chrome/Edge), importance=9.5",evolved
5,8,3,Win+H,Key Press,H,L GUI,Voice typing,"App: Windows 11, importance=6.0",evolved
5,9,3,Win+Shift+Left,Key Press,LeftArrow,L GUI+L Shift,Move to left monitor,"App: Windows 11, importance=6.0",evolved
5,10,3,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,11,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,12,3,Alt+Shift+Up,Key Press,UpArrow,L Alt+L Shift,Previous unread,"App: Discord, importance=0.6000000000000001",evolved
5,3,4,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
5,4,4,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,5,4,Scroll_L5,Momentary Layer,Layer::11,,Dynamic layer access: @scroll:L5:hold,Target layer 5,evolved
5,7,4,Ctrl+Shift+Esc,Key Press,Escape,L Ctrl+L Shift,Task Manager,"App: Windows 11, importance=3.0",evolved
5,8,4,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
5,4,5,Shift+Alt+Right,Key Press,RightArrow,L Shift+L Alt,Expand selection,"App: Visual Studio Code, importance=2.7",evolved
5,5,5,L5,coach_l5_toggle,,,Dynamic layer access: @access:L5:toggle,Target layer 5,evolved
5,7,5,Ctrl+Alt+Up,Key Press,UpArrow,L Ctrl+L Alt,Add cursor above,"App: Visual Studio Code, importance=5.4",evolved
6,0,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,1,0,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,2,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,3,0,Alt+Shift+Down,Key Press,DownArrow,L Alt+L Shift,Next unread,"App: Discord, importance=0.6000000000000001",evolved
6,4,0,Ctrl+Shift+J,Key Press,J,L Ctrl+L Shift,Open Console,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
6,5,0,Alt+Shift+Down,Key Press,DownArrow,L Alt+L Shift,Next unread,"App: Discord, importance=0.6000000000000001",evolved
6,7,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,8,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,9,0,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,10,0,Ctrl+Shift+Z,Key Press,Z,L Ctrl+L Shift,Redo,"App: Visual Studio Code, importance=5.4",evolved
6,11,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,12,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,0,1,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,1,1,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,2,1,Ctrl+Shift+K,Key Press,K,L Ctrl+L Shift,Raise/lower hand,"App: Microsoft Teams, importance=3.0",evolved
6,3,1,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,4,1,Shift+F5,Key Press,F5,L Shift,Stop debugging,"App: Visual Studio Code, importance=2.7",evolved
6,5,1,Alt+Enter,Key Press,Return Enter,L Alt,Properties / metadata card,"App: M-Files Desktop Client, importance=8.5",evolved
6,7,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,8,1,Ctrl+Alt+Up,Key Press,UpArrow,L Ctrl+L Alt,Add cursor above,"App: Visual Studio Code, importance=5.4",evolved
6,9,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,10,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,11,1,Ctrl+S,Key Press,S,L Ctrl,Save page as,"App: Browser (Chrome/Edge), importance=0.95",evolved
6,12,1,Alt+Shift++,Key Press,Equals and Plus,L Alt+L Shift,Split pane vertical,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
6,0,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,1,2,Ctrl+Shift+M,Key Press,M,L Ctrl+L Shift,Toggle mute,"App: Microsoft Teams, importance=10.0",evolved
6,2,2,Ctrl+Shift+O,Key Press,O,L Ctrl+L Shift,Toggle camera,"App: Microsoft Teams, importance=6.0",evolved
6,3,2,Alt+Right,Key Press,RightArrow,L Alt,Go forward,"App: Microsoft Teams, importance=3.0",evolved
6,4,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,5,2,Ctrl+`,Key Press,Grave Accent and Tilde,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
6,7,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,8,2,Win+.,Key Press,Period and GreaterThan,L GUI,Emoji picker,"App: Windows 11, importance=3.0",evolved
6,9,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,10,2,Ctrl+S,Key Press,S,L Ctrl,Save page as,"App: Browser (Chrome/Edge), importance=0.95",evolved
6,11,2,Alt+Shift++,Key Press,Equals and Plus,L Alt+L Shift,Split pane vertical,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
6,12,2,Alt+Shift+-,Key Press,Dash and Underscore,L Alt+L Shift,Split pane horizontal,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
6,0,3,Alt+Shift++,Key Press,Equals and Plus,L Alt+L Shift,Split pane vertical,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
6,1,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,2,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,3,3,Ctrl+Shift+V,Key Press,V,L Ctrl+L Shift,Paste without formatting,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
6,4,3,Alt+D,Key Press,D,L Alt,Focus address bar (alt),"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
6,5,3,F9,Key Press,F9,,Toggle breakpoint,"App: Visual Studio Code, importance=5.4",evolved
6,7,3,Win+Shift+Right,Key Press,RightArrow,L GUI+L Shift,Move to right monitor,"App: Windows 11, importance=6.0",evolved
6,8,3,Win+3,Key Press,3 and Hash,L GUI,Open/switch pinned app 3,"App: Windows 11, importance=6.0",evolved
6,9,3,Ctrl+`,Key Press,Grave Accent and Tilde,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
6,10,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,11,3,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,12,3,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,3,4,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
6,4,4,Scroll_L4,Momentary Layer,Layer::11,,Dynamic layer access: @scroll:L4:hold,Target layer 4,evolved
6,5,4,Scroll_L3,Momentary Layer,Layer::11,,Dynamic layer access: @scroll:L3:hold,Target layer 3,evolved
6,7,4,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
6,8,4,Win+Space,Key Press,Spacebar,L GUI,Switch input language,"App: Windows 11, importance=6.0",evolved
6,4,5,L6,coach_l6_toggle,,,Dynamic layer access: @access:L6:toggle,Target layer 6,evolved
6,5,5,L7,coach_l7_toggle,,,Dynamic layer access: @access:L7:toggle,Target layer 7,evolved
6,7,5,Shift+Tab,Key Press,Tab,L Shift,Outdent,"App: Visual Studio Code, importance=5.4",evolved
7,0,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,1,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,2,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,3,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,4,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,5,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,7,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,8,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,9,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,10,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,11,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,12,0,transparent,Transparent,,,,,canonical (frozen/critical)
7,0,1,transparent,Transparent,,,,,canonical (frozen/critical)
7,1,1,9 PU,Key Press,9 and PageUp,,,,canonical (frozen/critical)
7,2,1,↑,Key Press,UpArrow,,,,canonical (frozen/critical)
7,3,1,3 PD,Key Press,3 and PageDn,,,,canonical (frozen/critical)
7,4,1,transparent,Transparent,,,,,canonical (frozen/critical)
7,5,1,transparent,Transparent,,,,,canonical (frozen/critical)
7,7,1,transparent,Transparent,,,,,canonical (frozen/critical)
7,8,1,transparent,Transparent,,,,,canonical (frozen/critical)
7,9,1,3 PD,Key Press,3 and PageDn,,,,canonical (frozen/critical)
7,10,1,↑,Key Press,UpArrow,,,,canonical (frozen/critical)
7,11,1,9 PU,Key Press,9 and PageUp,,,,canonical (frozen/critical)
7,12,1,transparent,Transparent,,,,,canonical (frozen/critical)
7,0,2,transparent,Transparent,,,,,canonical (frozen/critical)
7,1,2,←,Key Press,LeftArrow,,,,canonical (frozen/critical)
7,2,2,↓,Key Press,DownArrow,,,,canonical (frozen/critical)
7,3,2,→,Key Press,RightArrow,,,,canonical (frozen/critical)
7,4,2,Z,Key Press,Z,,,,canonical (frozen/critical)
7,5,2,transparent,Transparent,,,,,canonical (frozen/critical)
7,7,2,transparent,Transparent,,,,,canonical (frozen/critical)
7,8,2,Z,Key Press,Z,,,,canonical (frozen/critical)
7,9,2,←,Key Press,LeftArrow,,,,canonical (frozen/critical)
7,10,2,↓,Key Press,DownArrow,,,,canonical (frozen/critical)
7,11,2,→,Key Press,RightArrow,,,,canonical (frozen/critical)
7,12,2,transparent,Transparent,,,,,canonical (frozen/critical)
7,0,3,transparent,Transparent,,,,,canonical (frozen/critical)
7,1,3,X,Key Press,X,,,,canonical (frozen/critical)
7,2,3,C,Key Press,C,,,,canonical (frozen/critical)
7,3,3,Shft,Key Press,LeftShift,,,,canonical (frozen/critical)
7,4,3,Esc,Key Press,Escape,,,,canonical (frozen/critical)
7,5,3,transparent,Transparent,,,,,canonical (frozen/critical)
7,7,3,transparent,Transparent,,,,,canonical (frozen/critical)
7,8,3,Esc,Key Press,Escape,,,,canonical (frozen/critical)
7,9,3,Shft,Key Press,LeftShift,,,,canonical (frozen/critical)
7,10,3,C,Key Press,C,,,,canonical (frozen/critical)
7,11,3,X,Key Press,X,,,,canonical (frozen/critical)
7,12,3,transparent,Transparent,,,,,canonical (frozen/critical)
7,3,4,Exit Base,coach_base,,,,,canonical (frozen/critical)
7,4,4,␣,Key Press,Spacebar,,,,canonical (frozen/critical)
7,5,4,Exit Base,coach_base,,,,,canonical (frozen/critical)
7,7,4,Exit Base,coach_base,,,,,canonical (frozen/critical)
7,8,4,Exit Base,coach_base,,,,,canonical (frozen/critical)
7,4,5,Click,Mouse Key Press,MB1,,,,canonical (frozen/critical)
7,5,5,Right Click,Mouse Key Press,MB2,,,,canonical (frozen/critical)
7,7,5,Ret,Key Press,Return Enter,,,,canonical (frozen/critical)
8,0,0,Shift+F8,Key Press,F8,L Shift,Go to previous problem,"App: Visual Studio Code, importance=0.9",evolved
8,1,0,Shift+Tab,Key Press,Tab,L Shift,Outdent,"App: Visual Studio Code, importance=5.4",evolved
8,2,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,3,0,Alt+Shift+Down,Key Press,DownArrow,L Alt+L Shift,Next unread,"App: Discord, importance=0.6000000000000001",evolved
8,4,0,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
8,5,0,Alt+Shift++,Key Press,Equals and Plus,L Alt+L Shift,Split pane vertical,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
8,7,0,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
8,8,0,Alt+Shift+-,Key Press,Dash and Underscore,L Alt+L Shift,Split pane horizontal,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
8,9,0,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
8,10,0,Shift+Tab,Key Press,Tab,L Shift,Outdent,"App: Visual Studio Code, importance=5.4",evolved
8,11,0,Alt+Shift+Up,Key Press,UpArrow,L Alt+L Shift,Previous unread,"App: Discord, importance=0.6000000000000001",evolved
8,12,0,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
8,0,1,Ctrl+Shift+N,Key Press,N,L Ctrl+L Shift,Incognito/InPrivate window,"App: Browser (Chrome/Edge), importance=0.95",evolved
8,1,1,F9,Key Press,F9,,Toggle breakpoint,"App: Visual Studio Code, importance=5.4",evolved
8,2,1,Ctrl+I,Key Press,I,L Ctrl,Italic,"App: Microsoft Teams, importance=3.0",evolved
8,3,1,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
8,4,1,Ctrl+`,Key Press,Grave Accent and Tilde,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
8,5,1,Shift+Alt+Left,Key Press,LeftArrow,L Shift+L Alt,Shrink selection,"App: Visual Studio Code, importance=2.7",evolved
8,7,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,8,1,Ctrl+L,Key Press,L,L Ctrl,Focus address bar,"App: Browser (Chrome/Edge), importance=9.5",evolved
8,9,1,Ctrl+S,Key Press,S,L Ctrl,Save page as,"App: Browser (Chrome/Edge), importance=0.95",evolved
8,10,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,11,1,Ctrl+L,Key Press,L,L Ctrl,Focus address bar,"App: Browser (Chrome/Edge), importance=9.5",evolved
8,12,1,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,0,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,1,2,Ctrl+F,Key Press,F,L Ctrl,Find in conversation,"App: Microsoft Teams, importance=6.0",evolved
8,2,2,Ctrl+E,Key Press,E,L Ctrl,Search / command bar,"App: Microsoft Teams, importance=10.0",evolved
8,3,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,4,2,Alt+Shift+-,Key Press,Dash and Underscore,L Alt+L Shift,Split pane horizontal,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
8,5,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
8,7,2,Win+I,Key Press,I,L GUI,Settings,"App: Windows 11, importance=3.0",evolved
8,8,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
8,9,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,10,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,11,2,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,12,2,Shift+Click,coach_shift_click,,,Select range,"App: File Explorer, importance=2.7",evolved
8,0,3,Alt+Shift+-,Key Press,Dash and Underscore,L Alt+L Shift,Split pane horizontal,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
8,1,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,2,3,F10,Key Press,F10,,Step over,"App: Visual Studio Code, importance=5.4",evolved
8,3,3,Ctrl+`,Key Press,Grave Accent and Tilde,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
8,4,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,5,3,Ctrl+8,Key Press,8 and Star,L Ctrl,Switch to tab 8,"App: Browser (Chrome/Edge), importance=0.19",evolved
8,7,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,8,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
8,9,3,Win+Down,Key Press,DownArrow,L GUI,Minimize / restore,"App: Windows 11, importance=6.0",evolved
